label,x,y,yaw,top_z,grasp_tcp_x,grasp_tcp_y,grasp_tcp_z,pregrasp_tcp_x,pregrasp_tcp_y,pregrasp_tcp_z,target_hand_x,target_hand_y,target_hand_z,quat_x,quat_y,quat_z,quat_w,target_link,moveit_target_link,use_grasp_tcp,seed_state_name,pregrasp_ok,plan_to_pregrasp_ok,start_tcp_error_m,endpoint_ik_ok,cartesian_fraction,collision_ok,joint_limits_ok,pregrasp_ik_error_code,endpoint_ik_error_code,result,reason
mustard_bottle,0.6600,0.0600,1.6392,0.4609,0.6600,0.0600,0.4269,0.6600,0.0600,0.5609,0.6600,0.0600,0.6609,-0.9994,0.0342,0.0000,0.0000,panda_grasp_tcp,panda_hand,true,pick_workspace_ready,false,false,,false,,false,false,ik_timeout,,FAIL,pregrasp_ik_fail
